lg,yr,wk,date,tm,g,ga,xg,xga,npxg,npxga,npxgd,xpts,h_a,w,l,d,result,pts
Bundesliga,2016,10,2016-11-06,Werder Bremen,1,3,1.0143,2.84842,0.256518,2.84842,-2.591902,0.2737,a,0,1,0,l,0
Bundesliga,2016,11,2016-11-18,Bayer Leverkusen,2,3,1.85187,1.13026,1.09409,1.13026,-0.036170000000000035,1.9769999999999999,h,0,1,0,l,0
Bundesliga,2016,11,2016-11-18,RasenBallsport Leipzig,3,2,1.13026,1.85187,1.13026,1.09409,0.036170000000000035,0.7847999999999999,a,1,0,0,w,3
Bundesliga,2016,11,2016-11-19,Augsburg,0,0,1.1004,1.42162,1.1004,1.42162,-0.32122000000000006,1.0516999999999999,h,0,0,1,d,1
Bundesliga,2016,11,2016-11-19,Bayern Munich,0,1,0.929514,1.55352,0.929514,1.55352,-0.6240060000000001,0.8367,a,0,1,0,l,0
Bundesliga,2016,11,2016-11-19,Borussia Dortmund,1,0,1.55352,0.929514,1.55352,0.929514,0.6240060000000001,1.8941999999999997,h,1,0,0,w,3
Bundesliga,2016,11,2016-11-19,Borussia M.Gladbach,1,2,2.04672,0.413052,2.04672,0.413052,1.6336680000000001,2.5548,h,0,1,0,l,0
Bundesliga,2016,11,2016-11-19,Darmstadt,0,1,1.92547,1.18409,1.92547,1.18409,0.7413799999999999,1.9744,h,0,1,0,l,0
Bundesliga,2016,11,2016-11-19,FC Cologne,2,1,0.413052,2.04672,0.413052,2.04672,-1.6336680000000001,0.2955,a,1,0,0,w,3
Bundesliga,2016,11,2016-11-19,Freiburg,2,4,2.46211,2.51061,2.46211,1.75284,0.7092700000000001,1.3236999999999999,a,0,1,0,l,0
Bundesliga,2016,11,2016-11-19,Hertha Berlin,0,0,1.42162,1.1004,1.42162,1.1004,0.32122000000000006,1.6295,a,0,0,1,d,1
Bundesliga,2016,11,2016-11-19,Ingolstadt,1,0,1.18409,1.92547,1.18409,1.92547,-0.7413799999999999,0.7936,a,1,0,0,w,3
Bundesliga,2016,11,2016-11-19,Mainz 05,4,2,2.51061,2.46211,1.75284,2.46211,-0.7092700000000001,1.4578,h,1,0,0,w,3
Bundesliga,2016,11,2016-11-19,Schalke 04,1,0,1.12414,0.273387,1.12414,0.273387,0.8507529999999999,2.1181,a,1,0,0,w,3
Bundesliga,2016,11,2016-11-19,Wolfsburg,0,1,0.273387,1.12414,0.273387,1.12414,-0.8507529999999999,0.5656,h,0,1,0,l,0
Bundesliga,2016,11,2016-11-20,Eintracht Frankfurt,2,1,1.62014,1.03212,1.62014,1.03212,0.58802,1.8447,a,1,0,0,w,3
Bundesliga,2016,11,2016-11-20,Hamburger SV,2,2,1.80116,2.31892,1.80116,2.31892,-0.5177599999999998,1.023,a,0,0,1,d,1
Bundesliga,2016,11,2016-11-20,Hoffenheim,2,2,2.31892,1.80116,2.31892,1.80116,0.5177599999999998,1.7346,h,0,0,1,d,1
Bundesliga,2016,11,2016-11-20,Werder Bremen,1,2,1.03212,1.62014,1.03212,1.62014,-0.58802,0.8952,h,0,1,0,l,0
Bundesliga,2016,12,2016-11-25,Freiburg,1,4,0.683397,1.90539,0.683397,1.90539,-1.2219929999999999,0.45589999999999997,h,0,1,0,l,0
Bundesliga,2016,12,2016-11-25,RasenBallsport Leipzig,4,1,1.90539,0.683397,1.90539,0.683397,1.2219929999999999,2.342,a,1,0,0,w,3
Bundesliga,2016,12,2016-11-26,Augsburg,0,0,0.50809,1.38658,0.50809,1.38658,-0.8784899999999999,0.6212,a,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Bayer Leverkusen,1,2,1.26793,1.68783,1.26793,1.68783,-0.41989999999999994,1.0318,a,0,1,0,l,0
Bundesliga,2016,12,2016-11-26,Bayern Munich,2,1,1.68783,1.26793,1.68783,1.26793,0.41989999999999994,1.693,h,1,0,0,w,3
Bundesliga,2016,12,2016-11-26,Borussia Dortmund,1,2,1.66759,0.686336,1.66759,0.686336,0.981254,2.1869,a,0,1,0,l,0
Bundesliga,2016,12,2016-11-26,Borussia M.Gladbach,1,1,1.845,0.827583,1.845,0.827583,1.017417,2.1496000000000004,h,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Eintracht Frankfurt,2,1,0.686336,1.66759,0.686336,1.66759,-0.981254,0.5828,h,1,0,0,w,3
Bundesliga,2016,12,2016-11-26,FC Cologne,0,0,1.38658,0.50809,1.38658,0.50809,0.8784899999999999,2.1098000000000003,h,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Hamburger SV,2,2,2.17271,1.21396,2.17271,1.21396,0.95875,2.085,h,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Hoffenheim,1,1,0.827583,1.845,0.827583,1.845,-1.017417,0.6325,a,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Ingolstadt,1,1,3.68791,0.504027,2.93013,0.504027,2.4261030000000003,2.9012000000000002,h,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Werder Bremen,2,2,1.21396,2.17271,1.21396,2.17271,-0.95875,0.6941999999999999,a,0,0,1,d,1
Bundesliga,2016,12,2016-11-26,Wolfsburg,1,1,0.504027,3.68791,0.504027,2.93013,-2.4261030000000003,0.0638,a,0,0,1,d,1
Bundesliga,2016,12,2016-11-27,Darmstadt,1,3,1.26539,2.7318,1.26539,1.97402,-0.7086300000000001,0.37750000000000006,a,0,1,0,l,0
Bundesliga,2016,12,2016-11-27,Hertha Berlin,2,1,1.63472,1.52234,1.63472,1.52234,0.11237999999999992,1.3676,h,1,0,0,w,3
Bundesliga,2016,12,2016-11-27,Mainz 05,1,2,1.52234,1.63472,1.52234,1.63472,-0.11237999999999992,1.2845,a,0,1,0,l,0
Bundesliga,2016,12,2016-11-27,Schalke 04,3,1,2.7318,1.26539,1.97402,1.26539,0.7086300000000001,2.4448000000000003,h,1,0,0,w,3
Bundesliga,2016,13,2016-12-02,Bayern Munich,3,1,1.67552,0.47533,1.67552,0.47533,1.2001899999999999,2.3251999999999997,a,1,0,0,w,3
Bundesliga,2016,13,2016-12-02,Mainz 05,1,3,0.47533,1.67552,0.47533,1.67552,-1.2001899999999999,0.46099999999999997,h,0,1,0,l,0
Bundesliga,2016,13,2016-12-03,Bayer Leverkusen,1,1,3.31063,0.599753,2.5531,0.599753,1.9533470000000002,2.8668,h,0,0,1,d,1
Bundesliga,2016,13,2016-12-03,Borussia Dortmund,4,1,2.39193,0.731465,2.39193,0.731465,1.6604649999999999,2.5386,h,1,0,0,w,3
Bundesliga,2016,13,2016-12-03,Borussia M.Gladbach,1,4,0.731465,2.39193,0.731465,2.39193,-1.6604649999999999,0.3012,a,0,1,0,l,0
Bundesliga,2016,13,2016-12-03,FC Cologne,0,4,1.83627,2.16731,1.83627,2.16731,-0.33104,1.1187,a,0,1,0,l,0
Bundesliga,2016,13,2016-12-03,Freiburg,1,1,0.599753,3.31063,0.599753,2.5531,-1.9533470000000002,0.0867,a,0,0,1,d,1
Bundesliga,2016,13,2016-12-03,Hertha Berlin,3,2,1.54821,1.13683,0.790436,1.13683,-0.346394,1.6698,a,1,0,0,w,3
Bundesliga,2016,13,2016-12-03,Hoffenheim,4,0,2.16731,1.83627,2.16731,1.83627,0.33104,1.6227,h,1,0,0,w,3
Bundesliga,2016,13,2016-12-03,Ingolstadt,1,2,1.09704,2.23558,1.09704,2.23558,-1.13854,0.637,a,0,1,0,l,0
Bundesliga,2016,13,2016-12-03,RasenBallsport Leipzig,2,1,1.8836,1.12833,1.12582,1.12833,-0.0025100000000000122,1.9951,h,1,0,0,w,3
Bundesliga,2016,13,2016-12-03,Schalke 04,1,2,1.12833,1.8836,1.12833,1.12582,0.0025100000000000122,0.7516,a,0,1,0,l,0
Bundesliga,2016,13,2016-12-03,Werder Bremen,2,1,2.23558,1.09704,2.23558,1.09704,1.13854,2.1628000000000003,h,1,0,0,w,3
Bundesliga,2016,13,2016-12-03,Wolfsburg,2,3,1.13683,1.54821,1.13683,0.790436,0.346394,0.9957,h,0,1,0,l,0
Bundesliga,2016,13,2016-12-04,Augsburg,1,1,0.671214,0.390793,0.671214,0.390793,0.280421,1.5684,h,0,0,1,d,1
Bundesliga,2016,13,2016-12-04,Darmstadt,0,2,0.567564,2.12004,0.567564,2.12004,-1.552476,0.3624,h,0,1,0,l,0
Bundesliga,2016,13,2016-12-04,Eintracht Frankfurt,1,1,0.390793,0.671214,0.390793,0.671214,-0.280421,0.9986999999999999,a,0,0,1,d,1
Bundesliga,2016,13,2016-12-04,Hamburger SV,2,0,2.12004,0.567564,2.12004,0.567564,1.552476,2.4771,a,1,0,0,w,3
Bundesliga,2016,14,2016-12-09,Eintracht Frankfurt,0,0,0.582927,0.212786,0.582927,0.212786,0.37014099999999994,1.6502,h,0,0,1,d,1
Bundesliga,2016,14,2016-12-09,Hoffenheim,0,0,0.212786,0.582927,0.212786,0.582927,-0.37014099999999994,0.8473999999999999,a,0,0,1,d,1
Bundesliga,2016,14,2016-12-10,Augsburg,0,1,0.952731,0.886586,0.952731,0.886586,0.06614500000000001,1.4024,a,0,1,0,l,0
Bundesliga,2016,14,2016-12-10,Bayern Munich,5,0,2.18433,0.422847,2.18433,0.422847,1.7614830000000001,2.6409999999999996,h,1,0,0,w,3
Bundesliga,2016,14,2016-12-10,Borussia Dortmund,1,1,0.740252,0.905376,0.740252,0.905376,-0.16512399999999994,1.1443,a,0,0,1,d,1
Bundesliga,2016,14,2016-12-10,Darmstadt,0,1,0.604576,1.61481,0.604576,0.857031,-0.252455,0.4979,a,0,1,0,l,0
Bundesliga,2016,14,2016-12-10,FC Cologne,1,1,0.905376,0.740252,0.905376,0.740252,0.16512399999999994,1.4806,h,0,0,1,d,1
Bundesliga,2016,14,2016-12-10,Freiburg,1,0,1.61481,0.604576,0.857031,0.604576,0.252455,2.2870999999999997,h,1,0,0,w,3
Bundesliga,2016,14,2016-12-10,Hamburger SV,1,0,0.886586,0.952731,0.886586,0.952731,-0.06614500000000001,1.2734,h,1,0,0,w,3
Bundesliga,2016,14,2016-12-10,Hertha Berlin,0,1,0.521946,1.371,0.521946,1.371,-0.849054,0.6491,h,0,1,0,l,0
Bundesliga,2016,14,2016-12-10,Ingolstadt,1,0,0.577386,1.51305,0.577386,1.51305,-0.935664,0.5645,h,1,0,0,w,3
Bundesliga,2016,14,2016-12-10,RasenBallsport Leipzig,0,1,1.51305,0.577386,1.51305,0.577386,0.935664,2.1875,a,0,1,0,l,0
Bundesliga,2016,14,2016-12-10,Werder Bremen,1,0,1.371,0.521946,1.371,0.521946,0.849054,2.0813,a,1,0,0,w,3
Bundesliga,2016,14,2016-12-10,Wolfsburg,0,5,0.422847,2.18433,0.422847,2.18433,-1.7614830000000001,0.23260000000000003,a,0,1,0,l,0
Bundesliga,2016,14,2016-12-11,Bayer Leverkusen,1,0,1.23195,0.699097,1.23195,0.699097,0.5328530000000001,1.8213999999999997,a,1,0,0,w,3
Bundesliga,2016,14,2016-12-11,Borussia M.Gladbach,1,0,0.355797,0.530834,0.355797,0.530834,-0.17503700000000005,1.0767000000000002,h,1,0,0,w,3
Bundesliga,2016,14,2016-12-11,Mainz 05,0,1,0.530834,0.355797,0.530834,0.355797,0.17503700000000005,1.4346,a,0,1,0,l,0
Bundesliga,2016,14,2016-12-11,Schalke 04,0,1,0.699097,1.23195,0.699097,1.23195,-0.5328530000000001,0.8856999999999999,h,0,1,0,l,0
Bundesliga,2016,15,2016-12-16,Borussia Dortmund,2,2,1.48937,1.54298,1.48937,1.54298,-0.053609999999999935,1.3256,a,0,0,1,d,1
Bundesliga,2016,15,2016-12-16,Hoffenheim,2,2,1.54298,1.48937,1.54298,1.48937,0.053609999999999935,1.3937,h,0,0,1,d,1
Bundesliga,2016,15,2016-12-17,Augsburg,1,0,0.34872,0.283914,0.34872,0.283914,0.06480599999999997,1.2787,h,1,0,0,w,3
Bundesliga,2016,15,2016-12-17,Borussia M.Gladbach,0,1,0.283914,0.34872,0.283914,0.34872,-0.06480599999999997,1.1407,a,0,1,0,l,0
Bundesliga,2016,15,2016-12-17,Eintracht Frankfurt,0,1,1.38982,1.75441,0.632044,1.75441,-1.122366,1.0851,a,0,1,0,l,0
Bundesliga,2016,15,2016-12-17,FC Cologne,1,1,1.84906,0.377752,1.84906,0.377752,1.471308,2.5828,a,0,0,1,d,1
Bundesliga,2016,15,2016-12-17,Freiburg,1,1,1.25505,0.958265,1.25505,0.958265,0.29678499999999997,1.6427,a,0,0,1,d,1
Bundesliga,2016,15,2016-12-17,Hamburger SV,1,3,0.900534,1.36545,0.900534,1.36545,-0.4649160000000001,0.9809,a,0,1,0,l,0
Bundesliga,2016,15,2016-12-17,Hertha Berlin,0,2,0.199768,1.64142,0.199768,1.64142,-1.4416520000000002,0.2677,a,0,1,0,l,0
Bundesliga,2016,15,2016-12-17,Mainz 05,3,1,1.36545,0.900534,1.36545,0.900534,0.4649160000000001,1.7159,h,1,0,0,w,3
Bundesliga,2016,15,2016-12-17,RasenBallsport Leipzig,2,0,1.64142,0.199768,1.64142,0.199768,1.4416520000000002,2.5576000000000003,h,1,0,0,w,3
Bundesliga,2016,15,2016-12-17,Schalke 04,1,1,0.958265,1.25505,0.958265,1.25505,-0.29678499999999997,1.0427,h,0,0,1,d,1
Bundesliga,2016,15,2016-12-17,Werder Bremen,1,1,0.377752,1.84906,0.377752,1.84906,-1.471308,0.268,h,0,0,1,d,1
Bundesliga,2016,15,2016-12-17,Wolfsburg,1,0,1.75441,1.38982,1.75441,0.632044,1.122366,1.632,h,1,0,0,w,3
Bundesliga,2016,15,2016-12-18,Bayer Leverkusen,1,2,0.571467,2.29253,0.571467,2.29253,-1.7210630000000002,0.3073,h,0,1,0,l,0
Bundesliga,2016,15,2016-12-18,Bayern Munich,1,0,1.21772,0.869666,1.21772,0.869666,0.34805399999999986,1.6582,a,1,0,0,w,3
Bundesliga,2016,15,2016-12-18,Darmstadt,0,1,0.869666,1.21772,0.869666,1.21772,-0.34805399999999986,1.0225,h,0,1,0,l,0
Bundesliga,2016,15,2016-12-18,Ingolstadt,2,1,2.29253,0.571467,2.29253,0.571467,1.7210630000000002,2.5432,a,1,0,0,w,3
Bundesliga,2016,16,2016-12-20,Augsburg,1,1,1.18385,1.98186,1.18385,1.98186,-0.7980099999999999,0.8082,a,0,0,1,d,1
Bundesliga,2016,16,2016-12-20,Borussia Dortmund,1,1,1.98186,1.18385,1.98186,1.18385,0.7980099999999999,1.9404,h,0,0,1,d,1
Bundesliga,2016,16,2016-12-20,Borussia M.Gladbach,1,2,1.53544,2.26217,1.53544,2.26217,-0.7267299999999999,0.8914,h,0,1,0,l,0
Bundesliga,2016,16,2016-12-20,Eintracht Frankfurt,3,0,1.76293,1.05038,1.76293,1.05038,0.71255,2.0297,h,1,0,0,w,3
Bundesliga,2016,16,2016-12-20,Hamburger SV,2,1,2.47737,0.439814,1.63239,0.439814,1.192576,2.7943,h,1,0,0,w,3
Bundesliga,2016,16,2016-12-20,Mainz 05,0,3,1.05038,1.76293,1.05038,1.76293,-0.71255,0.6953,a,0,1,0,l,0
Bundesliga,2016,16,2016-12-20,Schalke 04,1,2,0.439814,2.47737,0.439814,1.63239,-1.192576,0.1276,a,0,1,0,l,0
Bundesliga,2016,16,2016-12-20,Wolfsburg,2,1,2.26217,1.53544,2.26217,1.53544,0.7267299999999999,1.8864999999999998,a,1,0,0,w,3
Bundesliga,2016,16,2016-12-21,Bayer Leverkusen,1,1,1.45189,0.721118,1.45189,0.721118,0.7307719999999999,1.9652,a,0,0,1,d,1
Bundesliga,2016,16,2016-12-21,Bayern Munich,3,0,4.92205,0.135897,4.16427,0.135897,4.028373,2.9976,h,1,0,0,w,3
Bundesliga,2016,16,2016-12-21,Darmstadt,0,2,1.07625,2.04959,1.07625,2.04959,-0.9733399999999999,0.6929,a,0,1,0,l,0
Bundesliga,2016,16,2016-12-21,FC Cologne,1,1,0.721118,1.45189,0.721118,1.45189,-0.7307719999999999,0.7669999999999999,h,0,0,1,d,1
Bundesliga,2016,16,2016-12-21,Freiburg,2,1,1.5487,1.2843,0.790928,1.2843,-0.49337200000000003,1.5955,a,1,0,0,w,3
Bundesliga,2016,16,2016-12-21,Hertha Berlin,2,0,2.04959,1.07625,2.04959,1.07625,0.9733399999999999,2.0756,h,1,0,0,w,3
Bundesliga,2016,16,2016-12-21,Hoffenheim,1,1,1.51059,0.546119,1.51059,0.546119,0.9644710000000001,2.1853000000000002,h,0,0,1,d,1
Bundesliga,2016,16,2016-12-21,Ingolstadt,1,2,1.2843,1.5487,1.2843,0.790928,0.49337200000000003,1.1083,h,0,1,0,l,0
Bundesliga,2016,16,2016-12-21,RasenBallsport Leipzig,0,3,0.135897,4.92205,0.135897,4.16427,-4.028373,0.0012,a,0,1,0,l,0
Bundesliga,2016,16,2016-12-21,Werder Bremen,1,1,0.546119,1.51059,0.546119,1.51059,-0.9644710000000001,0.5755,a,0,0,1,d,1
Bundesliga,2016,17,2017-01-20,Bayern Munich,2,1,0.60487,0.696302,0.60487,0.696302,-0.09143199999999996,1.1965999999999999,a,1,0,0,w,3
Bundesliga,2016,17,2017-01-20,Freiburg,1,2,0.696302,0.60487,0.696302,0.60487,0.09143199999999996,1.4156,h,0,1,0,l,0
Bundesliga,2016,17,2017-01-21,Augsburg,0,2,0.45179,1.89483,0.45179,1.89483,-1.4430399999999999,0.2888,h,0,1,0,l,0
Bundesliga,2016,17,2017-01-21,Borussia Dortmund,2,1,2.86037,0.683532,2.86037,0.683532,2.176838,2.6993,a,1,0,0,w,3
Bundesliga,2016,17,2017-01-21,Borussia M.Gladbach,0,0,1.26715,0.802235,1.26715,0.802235,0.46491499999999997,1.7574999999999998,a,0,0,1,d,1
Bundesliga,2016,17,2017-01-21,Darmstadt,0,0,0.802235,1.26715,0.802235,1.26715,-0.46491499999999997,0.9328,h,0,0,1,d,1
Bundesliga,2016,17,2017-01-21,Eintracht Frankfurt,0,3,0.617185,3.05773,0.617185,3.05773,-2.4405449999999997,0.0936,a,0,1,0,l,0
Bundesliga,2016,17,2017-01-21,Hamburger SV,0,1,0.666936,1.13564,0.666936,1.13564,-0.468704,0.8683,a,0,1,0,l,0
Bundesliga,2016,17,2017-01-21,Hoffenheim,2,0,1.89483,0.45179,1.89483,0.45179,1.4430399999999999,2.5592,a,1,0,0,w,3
Bundesliga,2016,17,2017-01-21,Ingolstadt,0,1,0.522735,2.02155,0.522735,2.02155,-1.498815,0.3597,a,0,1,0,l,0
Bundesliga,2016,17,2017-01-21,RasenBallsport Leipzig,3,0,3.05773,0.617185,3.05773,0.617185,2.4405449999999997,2.8425,h,1,0,0,w,3
Bundesliga,2016,17,2017-01-21,Schalke 04,1,0,2.02155,0.522735,2.02155,0.522735,1.498815,2.4765,h,1,0,0,w,3
Bundesliga,2016,17,2017-01-21,Werder Bremen,1,2,0.683532,2.86037,0.683532,2.86037,-2.176838,0.2039,h,0,1,0,l,0
Bundesliga,2016,17,2017-01-21,Wolfsburg,1,0,1.13564,0.666936,1.13564,0.666936,0.468704,1.8133000000000001,h,1,0,0,w,3
Bundesliga,2016,17,2017-01-22,Bayer Leverkusen,3,1,2.20774,1.18956,1.45004,1.18956,0.26048000000000004,2.1243,h,1,0,0,w,3
Bundesliga,2016,17,2017-01-22,FC Cologne,0,0,0.407808,0.489561,0.407808,0.489561,-0.08175300000000002,1.1509,a,0,0,1,d,1
Bundesliga,2016,17,2017-01-22,Hertha Berlin,1,3,1.18956,2.20774,1.18956,1.45004,-0.26048000000000004,0.633,a,0,1,0,l,0
Bundesliga,2016,17,2017-01-22,Mainz 05,0,0,0.489561,0.407808,0.489561,0.407808,0.08175300000000002,1.3542999999999998,h,0,0,1,d,1
Bundesliga,2016,18,2017-01-27,Eintracht Frankfurt,1,0,0.416066,0.621137,0.416066,0.621137,-0.20507100000000006,1.0683,a,1,0,0,w,3
Bundesliga,2016,18,2017-01-27,Schalke 04,0,1,0.621137,0.416066,0.621137,0.416066,0.20507100000000006,1.4835,h,0,1,0,l,0
Bundesliga,2016,18,2017-01-28,Augsburg,2,1,2.03309,1.51608,2.03309,1.51608,0.51701,1.7910000000000001,a,1,0,0,w,3
Bundesliga,2016,18,2017-01-28,Bayer Leverkusen,2,3,1.53578,1.90101,1.53578,1.90101,-0.36523000000000017,1.0664000000000002,h,0,1,0,l,0
Bundesliga,2016,18,2017-01-28,Bayern Munich,2,1,0.664364,0.740585,0.664364,0.740585,-0.0762210000000001,1.2381,a,1,0,0,w,3
Bundesliga,2016,18,2017-01-28,Borussia M.Gladbach,3,2,1.90101,1.53578,1.90101,1.53578,0.36523000000000017,1.6726999999999999,a,1,0,0,w,3
Bundesliga,2016,18,2017-01-28,Darmstadt,1,6,1.55993,3.27302,0.802155,3.27302,-2.470865,0.37329999999999997,h,0,1,0,l,0
Bundesliga,2016,18,2017-01-28,FC Cologne,6,1,3.27302,1.55993,3.27302,0.802155,2.470865,2.4853,a,1,0,0,w,3
Bundesliga,2016,18,2017-01-28,Hamburger SV,1,3,0.491104,1.41586,0.491104,0.658079,-0.16697499999999998,0.5129,a,0,1,0,l,0
Bundesliga,2016,18,2017-01-28,Hoffenheim,1,2,0.793259,1.47923,0.793259,1.47923,-0.685971,0.7823,a,0,1,0,l,0
Bundesliga,2016,18,2017-01-28,Ingolstadt,3,1,1.41586,0.491104,0.658079,0.491104,0.16697499999999998,2.2388,h,1,0,0,w,3
Bundesliga,2016,18,2017-01-28,RasenBallsport Leipzig,2,1,1.47923,0.793259,1.47923,0.793259,0.685971,1.9123999999999999,h,1,0,0,w,3
Bundesliga,2016,18,2017-01-28,Werder Bremen,1,2,0.740585,0.664364,0.740585,0.664364,0.0762210000000001,1.3866,h,0,1,0,l,0
Bundesliga,2016,18,2017-01-28,Wolfsburg,1,2,1.51608,2.03309,1.51608,2.03309,-0.51701,0.9507,h,0,1,0,l,0
Bundesliga,2016,18,2017-01-29,Borussia Dortmund,1,1,1.16864,0.681513,1.16864,0.681513,0.48712699999999987,1.7531999999999999,a,0,0,1,d,1
Bundesliga,2016,18,2017-01-29,Freiburg,2,1,0.618883,0.529186,0.618883,0.529186,0.08969699999999992,1.3633,h,1,0,0,w,3
Bundesliga,2016,18,2017-01-29,Hertha Berlin,1,2,0.529186,0.618883,0.529186,0.618883,-0.08969699999999992,1.2055,a,0,1,0,l,0
Bundesliga,2016,18,2017-01-29,Mainz 05,1,1,0.681513,1.16864,0.681513,1.16864,-0.48712699999999987,0.9255,h,0,0,1,d,1
Bundesliga,2016,19,2017-02-03,Bayer Leverkusen,0,1,0.258906,1.0957,0.258906,1.0957,-0.8367939999999998,0.5187999999999999,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-03,Hamburger SV,1,0,1.0957,0.258906,1.0957,0.258906,0.8367939999999998,2.1751,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-04,Bayern Munich,1,1,1.20803,0.933229,1.20803,0.933229,0.27480099999999996,1.5804999999999998,h,0,0,1,d,1
Bundesliga,2016,19,2017-02-04,Borussia Dortmund,1,0,3.12438,0.0680623,3.12438,0.0680623,3.0563177,2.9604,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-04,Borussia M.Gladbach,3,0,1.86188,0.546023,1.86188,0.546023,1.3158569999999998,2.4496000000000002,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-04,FC Cologne,1,0,1.1942,0.620852,0.436422,0.620852,-0.18442999999999998,1.9584000000000001,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-04,Freiburg,0,3,0.546023,1.86188,0.546023,1.86188,-1.3158569999999998,0.37629999999999997,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-04,Hertha Berlin,1,0,0.810684,0.523057,0.810684,0.523057,0.28762699999999997,1.6493,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-04,Hoffenheim,4,0,2.43327,0.895123,2.43327,0.895123,1.538147,2.4341999999999997,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-04,Ingolstadt,0,1,0.523057,0.810684,0.523057,0.810684,-0.28762699999999997,0.9638,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-04,Mainz 05,0,4,0.895123,2.43327,0.895123,2.43327,-1.538147,0.4026,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-04,RasenBallsport Leipzig,0,1,0.0680623,3.12438,0.0680623,3.12438,-3.0563177,0.021599999999999998,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-04,Schalke 04,1,1,0.933229,1.20803,0.933229,1.20803,-0.27480099999999996,1.1098,a,0,0,1,d,1
Bundesliga,2016,19,2017-02-04,Wolfsburg,0,1,0.620852,1.1942,0.620852,0.436422,0.18442999999999998,0.7422,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-05,Augsburg,3,2,1.59519,2.32944,1.59519,1.57166,0.02353000000000005,0.8526999999999999,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-05,Darmstadt,0,2,0.250504,2.40111,0.250504,1.64334,-1.392836,0.09040000000000001,a,0,1,0,l,0
Bundesliga,2016,19,2017-02-05,Eintracht Frankfurt,2,0,2.40111,0.250504,1.64334,0.250504,1.392836,2.8456,h,1,0,0,w,3
Bundesliga,2016,19,2017-02-05,Werder Bremen,2,3,2.32944,1.59519,1.57166,1.59519,-0.02353000000000005,1.9162,a,0,1,0,l,0
Bundesliga,2016,20,2017-02-10,Augsburg,0,2,0.427462,1.63564,0.427462,0.877863,-0.45040099999999994,0.3571,a,0,1,0,l,0
Bundesliga,2016,20,2017-02-10,Mainz 05,2,0,1.63564,0.427462,0.877863,0.427462,0.45040099999999994,2.4616,h,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Bayer Leverkusen,3,0,2.54416,0.632868,2.54416,0.632868,1.9112920000000002,2.6288,h,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Bayern Munich,2,0,1.89105,0.436757,1.89105,0.436757,1.4542929999999998,2.4933,a,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Borussia Dortmund,1,2,0.746753,1.93475,0.746753,1.93475,-1.187997,0.5458000000000001,a,0,1,0,l,0
Bundesliga,2016,20,2017-02-11,Borussia M.Gladbach,1,0,1.32359,1.06174,1.32359,1.06174,0.26185000000000014,1.5682,a,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Darmstadt,2,1,1.93475,0.746753,1.93475,0.746753,1.187997,2.2519,h,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Eintracht Frankfurt,0,3,0.632868,2.54416,0.632868,2.54416,-1.9112920000000002,0.2495,a,0,1,0,l,0
Bundesliga,2016,20,2017-02-11,Hamburger SV,3,0,1.4821,1.39703,1.4821,1.39703,0.08506999999999998,1.4135,a,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Hertha Berlin,0,2,0.577284,1.20548,0.577284,1.20548,-0.6281960000000001,0.8013,a,0,1,0,l,0
Bundesliga,2016,20,2017-02-11,Ingolstadt,0,2,0.436757,1.89105,0.436757,1.89105,-1.4542929999999998,0.33299999999999996,h,0,1,0,l,0
Bundesliga,2016,20,2017-02-11,RasenBallsport Leipzig,0,3,1.39703,1.4821,1.39703,1.4821,-0.08506999999999998,1.298,h,0,1,0,l,0
Bundesliga,2016,20,2017-02-11,Schalke 04,2,0,1.20548,0.577284,1.20548,0.577284,0.6281960000000001,1.8972000000000002,h,1,0,0,w,3
Bundesliga,2016,20,2017-02-11,Werder Bremen,0,1,1.06174,1.32359,1.06174,1.32359,-0.26185000000000014,1.1416,h,0,1,0,l,0
Bundesliga,2016,20,2017-02-12,FC Cologne,1,2,1.74238,0.928509,1.74238,0.928509,0.813871,2.0566,a,0,1,0,l,0
Bundesliga,2016,20,2017-02-12,Freiburg,2,1,0.928509,1.74238,0.928509,1.74238,-0.813871,0.6763,h,1,0,0,w,3
